AÑO;MES;DIA;HORA;IDEAM
2008;4;8;17;2.694.561.585
2008;4;8;18;1.781.510.662
2008;4;8;19;0
2008;4;8;20;0
2008;4;8;21;0
2008;4;8;22;0
2008;4;8;23;0
2008;4;9;0;0
2008;4;9;1;0
2008;4;9;2;0
2008;4;9;3;0
2008;4;9;4;0
2008;4;9;5;0
2008;4;9;6;0.633216921
2008;4;9;7;3.258.451.434
2008;4;9;8;1.761.845.835
2008;4;9;9;2.602.529.669
2008;4;9;10;5.481.821.638
2008;4;9;11;5.596.987.556
2008;4;9;12;9.198.247.732
2008;4;9;13;8.469.435.617
2008;4;9;14;6.605.760.456
2008;4;9;15;6.669.790.298
2008;4;9;16;3.868.861.044
2008;4;9;17;1.474.561.585
2008;4;9;18;5.981.510.662
2008;4;9;19;0
2008;4;9;20;0
2008;4;9;21;0
2008;4;9;22;0
2008;4;9;23;0
2008;4;10;0;0
2008;4;10;1;0
2008;4;10;2;0
2008;4;10;3;0
2008;4;10;4;0
2008;4;10;5;0
2008;4;10;6;0.633216921
2008;4;10;7;3.058.451.434
2008;4;10;8;1.751.845.835
2008;4;10;9;2.192.529.669
2008;4;10;10;5.881.821.638
2008;4;10;11;7.246.987.556
2008;4;10;12;6.678.247.732
2008;4;10;13;6.069.435.617
2008;4;10;14;8.595.760.456
2008;4;10;15;5.169.790.298
2008;4;10;16;4.228.861.044
2008;4;10;17;2.004.561.585
2008;4;10;18;2.581.510.662
2008;4;10;19;0
2008;4;10;20;0
2008;4;10;21;0
2008;4;10;22;0
2008;4;10;23;0
2008;4;11;0;0
2008;4;11;1;0
2008;4;11;2;0
2008;4;11;3;0
2008;4;11;4;0
2008;4;11;5;0
2008;4;11;6;0.633216921
2008;4;11;7;4.658.451.434
2008;4;11;8;1.331.845.835
2008;4;11;9;3.462.529.669
2008;4;11;10;5.351.821.638
2008;4;11;11;5.586.987.556
2008;4;11;12;8.728.247.732
2008;4;11;13;6.189.435.617
2008;4;11;14;4.865.760.456
2008;4;11;15;6.289.790.298
2008;4;11;16;2.668.861.044
2008;4;11;17;1.704.561.585
2008;4;11;18;6.781.510.662
2008;4;11;19;0
2008;4;11;20;0
2008;4;11;21;0
2008;4;11;22;0
2008;4;11;23;0
2008;4;12;0;0
2008;4;12;1;0
2008;4;12;2;0
2008;4;12;3;0
2008;4;12;4;0
2008;4;12;5;0
2008;4;12;6;0.633216921
2008;4;12;7;3.258.451.434
2008;4;12;8;2.001.845.835
2008;4;12;9;2.292.529.669
2008;4;12;10;3.811.821.638
2008;4;12;11;8.386.987.556
2008;4;12;12;6.688.247.732
2008;4;12;13;7.919.435.617
2008;4;12;14;6.755.760.456
2008;4;12;15;6.079.790.298
2008;4;12;16;4.068.861.044
2008;4;12;17;9.645.615.854
2008;4;12;18;6.181.510.662
2008;4;12;19;0
2008;4;12;20;0
2008;4;12;21;0
2008;4;12;22;0
2008;4;12;23;0
2008;4;13;0;0
2008;4;13;1;0
2008;4;13;2;0
2008;4;13;3;0
2008;4;13;4;0
2008;4;13;5;0
2008;4;13;6;0.633216921
2008;4;13;7;5.358.451.434
2008;4;13;8;1.911.845.835
2008;4;13;9;1.702.529.669
2008;4;13;10;6.071.821.638
2008;4;13;11;7.626.987.556
2008;4;13;12;6.128.247.732
2008;4;13;13;6.519.435.617
2008;4;13;14;8.175.760.456
2008;4;13;15;4.369.790.298
2008;4;13;16;4.548.861.044
2008;4;13;17;2.544.561.585
2008;4;13;18;1.281.510.662
2008;4;13;19;0
2008;4;13;20;0
2008;4;13;21;0
2008;4;13;22;0
2008;4;13;23;0
2008;4;14;0;0
2008;4;14;1;0
2008;4;14;2;0
2008;4;14;3;0
2008;4;14;4;0
2008;4;14;5;0
2008;4;14;6;0.633216921
2008;4;14;7;2.458.451.434
2008;4;14;8;1.241.845.835
2008;4;14;9;2.842.529.669
2008;4;14;10;5.311.821.638
2008;4;14;11;7.106.987.556
2008;4;14;12;6.318.247.732
2008;4;14;13;6.559.435.617
2008;4;14;14;5.715.760.456
2008;4;14;15;4.239.790.298
2008;4;14;16;4.458.861.044
2008;4;14;17;2.534.561.585
2008;4;14;18;1.881.510.662
2008;4;14;19;0
2008;4;14;20;0
2008;4;14;21;0
2008;4;14;22;0
2008;4;14;23;0
2008;4;15;0;0
2008;4;15;1;0
2008;4;15;2;0
2008;4;15;3;0
2008;4;15;4;0
2008;4;15;5;0
2008;4;15;6;0.633216921
2008;4;15;7;3.358.451.434
2008;4;15;8;1.581.845.835
2008;4;15;9;2.432.529.669
2008;4;15;10;3.911.821.638
2008;4;15;11;5.226.987.556
2008;4;15;12;7.418.247.732
2008;4;15;13;7.409.435.617
2008;4;15;14;5.715.760.456
2008;4;15;15;3.349.790.298
2008;4;15;16;5.178.861.044
2008;4;15;17;2.054.561.585
2008;4;15;18;3.781.510.662
2008;4;15;19;0
2008;4;15;20;0
2008;4;15;21;0
2008;4;15;22;0
2008;4;15;23;0
2008;4;16;0;0
2008;4;16;1;0
2008;4;16;2;0
2008;4;16;3;0
2008;4;16;4;0
2008;4;16;5;0
2008;4;16;6;0.633216921
2008;4;16;7;3.058.451.434
2008;4;16;8;8.018.458.348
2008;4;16;9;3.332.529.669
2008;4;16;10;3.681.821.638
2008;4;16;11;6.946.987.556
2008;4;16;12;8.698.247.732
2008;4;16;13;7.799.435.617
2008;4;16;14;5.545.760.456
2008;4;16;15;6.809.790.298
2008;4;16;16;4.008.861.044
2008;4;16;17;1.074.561.585
2008;4;16;18;6.181.510.662
2008;4;16;19;0
2008;4;16;20;0
2008;4;16;21;0
2008;4;16;22;0
2008;4;16;23;0
2008;4;17;0;0
2008;4;17;1;0
2008;4;17;2;0
2008;4;17;3;0
2008;4;17;4;0
2008;4;17;5;0
2008;4;17;6;0.633216921
2008;4;17;7;5.758.451.434
2008;4;17;8;8.618.458.348
2008;4;17;9;3.632.529.669
2008;4;17;10;3.141.821.638
2008;4;17;11;6.586.987.556
2008;4;17;12;6.128.247.732
2008;4;17;13;7.609.435.617
2008;4;17;14;6.895.760.456
2008;4;17;15;6.739.790.298
2008;4;17;16;2.588.861.044
2008;4;17;17;1.124.561.585
2008;4;17;18;1.481.510.662
2008;4;17;19;0
2008;4;17;20;0
2008;4;17;21;0
2008;4;17;22;0
2008;4;17;23;0
2008;4;18;0;0
2008;4;18;1;0
2008;4;18;2;0
2008;4;18;3;0
2008;4;18;4;0
2008;4;18;5;0
2008;4;18;6;0.633216921
2008;4;18;7;3.758.451.434
2008;4;18;8;1.371.845.835
2008;4;18;9;2.412.529.669
2008;4;18;10;4.311.821.638
2008;4;18;11;7.816.987.556
2008;4;18;12;8.478.247.732
2008;4;18;13;5.789.435.617
2008;4;18;14;7.565.760.456
2008;4;18;15;5.009.790.298
2008;4;18;16;2.258.861.044
2008;4;18;17;1.054.561.585
2008;4;18;18;1.481.510.662
2008;4;18;19;0
2008;4;18;20;0
2008;4;18;21;0
2008;4;18;22;0
2008;4;18;23;0
2008;4;19;0;0
2008;4;19;1;0
2008;4;19;2;0
2008;4;19;3;0
2008;4;19;4;0
2008;4;19;5;0
2008;4;19;6;0.633216921
2008;4;19;7;5.558.451.434
2008;4;19;8;9.718.458.348
2008;4;19;9;3.102.529.669
2008;4;19;10;4.311.821.638
2008;4;19;11;8.576.987.556
2008;4;19;12;6.098.247.732
2008;4;19;13;7.349.435.617
2008;4;19;14;5.945.760.456
2008;4;19;15;3.409.790.298
2008;4;19;16;2.898.861.044
2008;4;19;17;2.284.561.585
2008;4;19;18;6.681.510.662
2008;4;19;19;0
2008;4;19;20;0
2008;4;19;21;0
2008;4;19;22;0
2008;4;19;23;0
2008;4;20;0;0
2008;4;20;1;0
2008;4;20;2;0
2008;4;20;3;0
2008;4;20;4;0
2008;4;20;5;0
2008;4;20;6;0.633216921
2008;4;20;7;3.458.451.434
2008;4;20;8;1.651.845.835
2008;4;20;9;3.492.529.669
2008;4;20;10;4.021.821.638
2008;4;20;11;8.546.987.556
2008;4;20;12;6.258.247.732
2008;4;20;13;8.509.435.617
2008;4;20;14;6.125.760.456
2008;4;20;15;5.989.790.298
2008;4;20;16;5.278.861.044
2008;4;20;17;1.094.561.585
2008;4;20;18;7.281.510.662
2008;4;20;19;0
2008;4;20;20;0
2008;4;20;21;0
2008;4;20;22;0
2008;4;20;23;0
2008;4;21;0;0
2008;4;21;1;0
2008;4;21;2;0
2008;4;21;3;0
2008;4;21;4;0
2008;4;21;5;0
2008;4;21;6;0.633216921
2008;4;21;7;5.758.451.434
2008;4;21;8;1.601.845.835
2008;4;21;9;2.932.529.669
2008;4;21;10;5.711.821.638
2008;4;21;11;5.956.987.556
2008;4;21;12;5.748.247.732
2008;4;21;13;8.899.435.617
2008;4;21;14;7.475.760.456
2008;4;21;15;3.379.790.298
2008;4;21;16;2.238.861.044
2008;4;21;17;1.644.561.585
2008;4;21;18;4.081.510.662
2008;4;21;19;0
2008;4;21;20;0
2008;4;21;21;0
2008;4;21;22;0
2008;4;21;23;0
2008;4;22;0;0
2008;4;22;1;0
2008;4;22;2;0
2008;4;22;3;0
2008;4;22;4;0
2008;4;22;5;0
2008;4;22;6;0.633216921
2008;4;22;7;2.758.451.434
2008;4;22;8;8.218.458.348
2008;4;22;9;3.212.529.669
2008;4;22;10;5.901.821.638
2008;4;22;11;6.716.987.556
2008;4;22;12;8.698.247.732
2008;4;22;13;6.779.435.617
2008;4;22;14;8.605.760.456
2008;4;22;15;5.509.790.298
2008;4;22;16;4.878.861.044
2008;4;22;17;1.354.561.585
2008;4;22;18;6.481.510.662
2008;4;22;19;0
2008;4;22;20;0
2008;4;22;21;0
2008;4;22;22;0
2008;4;22;23;0
2008;4;23;0;0
2008;4;23;1;0
2008;4;23;2;0
2008;4;23;3;0
2008;4;23;4;0
2008;4;23;5;0
2008;4;23;6;0.633216921
2008;4;23;7;4.958.451.434
2008;4;23;8;1.241.845.835
2008;4;23;9;2.062.529.669
2008;4;23;10;4.021.821.638
2008;4;23;11;6.676.987.556
2008;4;23;12;5.018.247.732
2008;4;23;13;7.029.435.617
2008;4;23;14;5.435.760.456
2008;4;23;15;6.749.790.298
2008;4;23;16;5.318.861.044
2008;4;23;17;2.714.561.585
2008;4;23;18;3.081.510.662
2008;4;23;19;0
2008;4;23;20;0
2008;4;23;21;0
2008;4;23;22;0
2008;4;23;23;0
2008;4;24;0;0
2008;4;24;1;0
2008;4;24;2;0
2008;4;24;3;0
2008;4;24;4;0
2008;4;24;5;0
2008;4;24;6;0.633216921
2008;4;24;7;5.358.451.434
2008;4;24;8;9.518.458.348
2008;4;24;9;3.012.529.669
2008;4;24;10;4.391.821.638
2008;4;24;11;6.586.987.556
2008;4;24;12;8.638.247.732
2008;4;24;13;7.079.435.617
2008;4;24;14;8.995.760.456
2008;4;24;15;6.569.790.298
2008;4;24;16;2.648.861.044
2008;4;24;17;1.784.561.585
2008;4;24;18;7.381.510.662
2008;4;24;19;0
2008;4;24;20;0
2008;4;24;21;0
2008;4;24;22;0
2008;4;24;23;0
2008;4;25;0;0
2008;4;25;1;0
2008;4;25;2;0
2008;4;25;3;0
2008;4;25;4;0
2008;4;25;5;0
2008;4;25;6;0.633216921
2008;4;25;7;3.058.451.434
2008;4;25;8;9.018.458.348
2008;4;25;9;2.232.529.669
2008;4;25;10;3.971.821.638
2008;4;25;11;6.276.987.556
2008;4;25;12;6.308.247.732
2008;4;25;13;9.329.435.617
2008;4;25;14;6.175.760.456
2008;4;25;15;4.009.790.298
2008;4;25;16;3.288.861.044
2008;4;25;17;2.364.561.585
2008;4;25;18;3.481.510.662
2008;4;25;19;0
2008;4;25;20;0
2008;4;25;21;0
2008;4;25;22;0
2008;4;25;23;0
2008;4;26;0;0
2008;4;26;1;0
2008;4;26;2;0
2008;4;26;3;0
2008;4;26;4;0
2008;4;26;5;0
2008;4;26;6;0.633216921
2008;4;26;7;2.958.451.434
2008;4;26;8;1.631.845.835
2008;4;26;9;1.852.529.669
2008;4;26;10;4.241.821.638
2008;4;26;11;7.926.987.556
2008;4;26;12;8.378.247.732
2008;4;26;13;8.779.435.617
2008;4;26;14;8.145.760.456
2008;4;26;15;6.149.790.298
2008;4;26;16;4.388.861.044
2008;4;26;17;2.484.561.585
2008;4;26;18;2.781.510.662
2008;4;26;19;0
2008;4;26;20;0
2008;4;26;21;0
2008;4;26;22;0
2008;4;26;23;0
2008;4;27;0;0
2008;4;27;1;0
2008;4;27;2;0
2008;4;27;3;0
2008;4;27;4;0
2008;4;27;5;0
2008;4;27;6;0.633216921
2008;4;27;7;4.458.451.434
2008;4;27;8;9.018.458.348
2008;4;27;9;3.242.529.669
2008;4;27;10;4.821.821.638
2008;4;27;11;6.946.987.556
2008;4;27;12;7.518.247.732
2008;4;27;13;8.719.435.617
2008;4;27;14;4.825.760.456
2008;4;27;15;3.509.790.298
2008;4;27;16;3.728.861.044
2008;4;27;17;9.145.615.854
2008;4;27;18;2.681.510.662
2008;4;27;19;0
2008;4;27;20;0
2008;4;27;21;0
2008;4;27;22;0
2008;4;27;23;0
2008;4;28;0;0
2008;4;28;1;0
2008;4;28;2;0
2008;4;28;3;0
2008;4;28;4;0
2008;4;28;5;0
2008;4;28;6;0.633216921
2008;4;28;7;5.858.451.434
2008;4;28;8;9.518.458.348
2008;4;28;9;3.502.529.669
2008;4;28;10;2.801.821.638
2008;4;28;11;6.466.987.556
2008;4;28;12;6.038.247.732
2008;4;28;13;5.659.435.617
2008;4;28;14;5.685.760.456
2008;4;28;15;6.439.790.298
2008;4;28;16;2.598.861.044
2008;4;28;17;9.545.615.854
2008;4;28;18;7.481.510.662
2008;4;28;19;0
2008;4;28;20;0
2008;4;28;21;0
2008;4;28;22;0
2008;4;28;23;0
2008;4;29;0;0
2008;4;29;1;0
2008;4;29;2;0
2008;4;29;3;0
2008;4;29;4;0
2008;4;29;5;0
2008;4;29;6;0.633216921
2008;4;29;7;5.358.451.434
2008;4;29;8;1.761.845.835
2008;4;29;9;2.762.529.669
2008;4;29;10;5.531.821.638
2008;4;29;11;7.316.987.556
2008;4;29;12;5.088.247.732
2008;4;29;13;9.339.435.617
2008;4;29;14;8.495.760.456
2008;4;29;15;6.349.790.298
2008;4;29;16;3.218.861.044
2008;4;29;17;1.114.561.585
2008;4;29;18;7.281.510.662
2008;4;29;19;0
2008;4;29;20;0
2008;4;29;21;0
2008;4;29;22;0
2008;4;29;23;0
2008;4;30;0;0
2008;4;30;1;0
2008;4;30;2;0
2008;4;30;3;0
2008;4;30;4;0
2008;4;30;5;0
2008;4;30;6;0.633216921
2008;4;30;7;4.358.451.434
2008;4;30;8;1.891.845.835
2008;4;30;9;3.202.529.669
2008;4;30;10;3.841.821.638
2008;4;30;11;7.296.987.556
2008;4;30;12;9.288.247.732
2008;4;30;13;8.029.435.617
2008;4;30;14;6.805.760.456
2008;4;30;15;4.349.790.298
2008;4;30;16;2.758.861.044
2008;4;30;17;1.304.561.585
2008;4;30;18;2.881.510.662
2008;4;30;19;0
2008;4;30;20;0
2008;4;30;21;0
2008;4;30;22;0
2008;4;30;23;0
2008;5;1;0;0
2008;5;1;1;0
2008;5;1;2;0
2008;5;1;3;0
2008;5;1;4;0
2008;5;1;5;0
2008;5;1;6;3.048.642.979
2008;5;1;7;5.657.006.302
2008;5;1;8;6.822.781.682
2008;5;1;9;2.920.313.003
2008;5;1;10;2.740.306.405
2008;5;1;11;7.946.481.161
2008;5;1;12;5.457.034.797
2008;5;1;13;4.847.099.658
2008;5;1;14;721.435.246
2008;5;1;15;5.354.429.045
2008;5;1;16;2.807.436.341
2008;5;1;17;2.521.401.659
2008;5;1;18;8.775.106.579
2008;5;1;19;0
2008;5;1;20;0
2008;5;1;21;0
2008;5;1;22;0
2008;5;1;23;0
2008;5;2;0;0
2008;5;2;1;0
2008;5;2;2;0
2008;5;2;3;0
2008;5;2;4;0
2008;5;2;5;0
2008;5;2;6;0.048642979
2008;5;2;7;4.357.006.302
2008;5;2;8;2.222.278.168
2008;5;2;9;2.520.313.003
2008;5;2;10;3.280.306.405
2008;5;2;11;6.166.481.161
2008;5;2;12;8.677.034.797
2008;5;2;13;7.587.099.658
2008;5;2;14;476.435.246
2008;5;2;15;4.254.429.045
2008;5;2;16;5.207.436.341
2008;5;2;17;2.371.401.659
2008;5;2;18;5.975.106.579
2008;5;2;19;0
2008;5;2;20;0
2008;5;2;21;0
2008;5;2;22;0
2008;5;2;23;0
2008;5;3;0;0
2008;5;3;1;0
2008;5;3;2;0
2008;5;3;3;0
2008;5;3;4;0
2008;5;3;5;0
2008;5;3;6;4.048.642.979
2008;5;3;7;4.157.006.302
2008;5;3;8;1.232.278.168
2008;5;3;9;3.220.313.003
2008;5;3;10;4.620.306.405
2008;5;3;11;5.186.481.161
2008;5;3;12;5.997.034.797
2008;5;3;13;5.137.099.658
2008;5;3;14;763.435.246
2008;5;3;15;6.034.429.045
2008;5;3;16;2.557.436.341
2008;5;3;17;2.991.401.659
2008;5;3;18;4.975.106.579
2008;5;3;19;0
2008;5;3;20;0
2008;5;3;21;0
2008;5;3;22;0
2008;5;3;23;0
2008;5;4;0;0
2008;5;4;1;0
2008;5;4;2;0
2008;5;4;3;0
2008;5;4;4;0
2008;5;4;5;0
2008;5;4;6;1.048.642.979
2008;5;4;7;2.957.006.302
2008;5;4;8;1.162.278.168
2008;5;4;9;3.090.313.003
2008;5;4;10;5.070.306.405
2008;5;4;11;5.536.481.161
2008;5;4;12;6.967.034.797
2008;5;4;13;7.717.099.658
2008;5;4;14;582.435.246
2008;5;4;15;6.914.429.045
2008;5;4;16;5.067.436.341
2008;5;4;17;1.881.401.659
2008;5;4;18;6.975.106.579
2008;5;4;19;0
2008;5;4;20;0
2008;5;4;21;0
2008;5;4;22;0
2008;5;4;23;0
2008;5;5;0;0
2008;5;5;1;0
2008;5;5;2;0
2008;5;5;3;0
2008;5;5;4;0
2008;5;5;5;0
2008;5;5;6;2.048.642.979
2008;5;5;7;4.857.006.302
2008;5;5;8;1.282.278.168
2008;5;5;9;3.790.313.003
2008;5;5;10;4.220.306.405
2008;5;5;11;7.446.481.161
2008;5;5;12;8.477.034.797
2008;5;5;13;6.807.099.658
2008;5;5;14;853.435.246
2008;5;5;15;7.034.429.045
2008;5;5;16;2.887.436.341
2008;5;5;17;2.931.401.659
2008;5;5;18;3.675.106.579
2008;5;5;19;0
2008;5;5;20;0
2008;5;5;21;0
2008;5;5;22;0
2008;5;5;23;0
2008;5;6;0;0
2008;5;6;1;0
2008;5;6;2;0
2008;5;6;3;0
2008;5;6;4;0
2008;5;6;5;0
2008;5;6;6;2.048.642.979
2008;5;6;7;4.857.006.302
2008;5;6;8;2.212.278.168
2008;5;6;9;4.050.313.003
2008;5;6;10;5.540.306.405
2008;5;6;11;7.296.481.161
2008;5;6;12;7.507.034.797
2008;5;6;13;6.647.099.658
2008;5;6;14;839.435.246
2008;5;6;15;6.544.429.045
2008;5;6;16;3.607.436.341
2008;5;6;17;2.881.401.659
2008;5;6;18;7.875.106.579
2008;5;6;19;0
2008;5;6;20;0
2008;5;6;21;0
2008;5;6;22;0
2008;5;6;23;0
2008;5;7;0;0
2008;5;7;1;0
2008;5;7;2;0
2008;5;7;3;0
2008;5;7;4;0
2008;5;7;5;0
2008;5;7;6;4.048.642.979
2008;5;7;7;4.457.006.302
2008;5;7;8;1.932.278.168
2008;5;7;9;2.620.313.003
2008;5;7;10;4.290.306.405
2008;5;7;11;6.006.481.161
2008;5;7;12;9.327.034.797
2008;5;7;13;9.157.099.658
2008;5;7;14;645.435.246
2008;5;7;15;6.714.429.045
2008;5;7;16;4.507.436.341
2008;5;7;17;2.461.401.659
2008;5;7;18;3.675.106.579
2008;5;7;19;0
2008;5;7;20;0
2008;5;7;21;0
2008;5;7;22;0
2008;5;7;23;0
2008;5;8;0;0
2008;5;8;1;0
2008;5;8;2;0
2008;5;8;3;0
2008;5;8;4;0
2008;5;8;5;0
2008;5;8;6;1.048.642.979
2008;5;8;7;5.757.006.302
2008;5;8;8;1.362.278.168
2008;5;8;9;3.560.313.003
2008;5;8;10;4.750.306.405
2008;5;8;11;7.926.481.161
2008;5;8;12;9.317.034.797
2008;5;8;13;5.147.099.658
2008;5;8;14;778.435.246
2008;5;8;15;4.924.429.045
2008;5;8;16;2.957.436.341
2008;5;8;17;2.331.401.659
2008;5;8;18;6.575.106.579
2008;5;8;19;0
2008;5;8;20;0
2008;5;8;21;0
2008;5;8;22;0
2008;5;8;23;0
2008;5;9;0;0
2008;5;9;1;0
2008;5;9;2;0
2008;5;9;3;0
2008;5;9;4;0
2008;5;9;5;0
2008;5;9;6;2.048.642.979
2008;5;9;7;3.257.006.302
2008;5;9;8;1.422.278.168
2008;5;9;9;2.000.313.003
2008;5;9;10;3.080.306.405
2008;5;9;11;5.756.481.161
2008;5;9;12;8.147.034.797
2008;5;9;13;8.127.099.658
2008;5;9;14;724.435.246
2008;5;9;15;5.684.429.045
2008;5;9;16;5.597.436.341
2008;5;9;17;3.221.401.659
2008;5;9;18;7.675.106.579
2008;5;9;19;0
2008;5;9;20;0
2008;5;9;21;0
2008;5;9;22;0
2008;5;9;23;0
2008;5;10;0;0
2008;5;10;1;0
2008;5;10;2;0
2008;5;10;3;0
2008;5;10;4;0
2008;5;10;5;0
2008;5;10;6;4.048.642.979
2008;5;10;7;5.857.006.302
2008;5;10;8;1.992.278.168
2008;5;10;9;2.800.313.003
2008;5;10;10;3.270.306.405
2008;5;10;11;6.266.481.161
2008;5;10;12;8.787.034.797
2008;5;10;13;6.687.099.658
2008;5;10;14;828.435.246
2008;5;10;15;5.964.429.045
2008;5;10;16;3.187.436.341
2008;5;10;17;1.421.401.659
2008;5;10;18;6.575.106.579
2008;5;10;19;0
2008;5;10;20;0
2008;5;10;21;0
2008;5;10;22;0
2008;5;10;23;0
2008;5;11;0;0
2008;5;11;1;0
2008;5;11;2;0
2008;5;11;3;0
2008;5;11;4;0
2008;5;11;5;0
2008;5;11;6;0.048642979
2008;5;11;7;2.357.006.302
2008;5;11;8;2.212.278.168
2008;5;11;9;1.760.313.003
2008;5;11;10;5.160.306.405
2008;5;11;11;4.426.481.161
2008;5;11;12;8.637.034.797
2008;5;11;13;6.517.099.658
2008;5;11;14;714.435.246
2008;5;11;15;4.274.429.045
2008;5;11;16;2.597.436.341
2008;5;11;17;2.931.401.659
2008;5;11;18;5.775.106.579
2008;5;11;19;0
2008;5;11;20;0
2008;5;11;21;0
2008;5;11;22;0
2008;5;11;23;0
2008;5;12;0;0
2008;5;12;1;0
2008;5;12;2;0
2008;5;12;3;0
2008;5;12;4;0
2008;5;12;5;0
2008;5;12;6;2.048.642.979
2008;5;12;7;2.957.006.302
2008;5;12;8;7.522.781.682
2008;5;12;9;3.320.313.003
2008;5;12;10;2.710.306.405
2008;5;12;11;7.896.481.161
2008;5;12;12;9.247.034.797
2008;5;12;13;8.907.099.658
2008;5;12;14;860.435.246
2008;5;12;15;5.274.429.045
2008;5;12;16;2.747.436.341
2008;5;12;17;2.401.401.659
2008;5;12;18;9.675.106.579
2008;5;12;19;0
2008;5;12;20;0
2008;5;12;21;0
2008;5;12;22;0
2008;5;12;23;0
2008;5;13;0;0
2008;5;13;1;0
2008;5;13;2;0
2008;5;13;3;0
2008;5;13;4;0
2008;5;13;5;0
2008;5;13;6;3.048.642.979
2008;5;13;7;2.557.006.302
2008;5;13;8;1.202.278.168
2008;5;13;9;1.920.313.003
2008;5;13;10;4.680.306.405
2008;5;13;11;7.106.481.161
2008;5;13;12;7.717.034.797
2008;5;13;13;7.157.099.658
2008;5;13;14;553.435.246
2008;5;13;15;4.384.429.045
2008;5;13;16;3.457.436.341
2008;5;13;17;3.141.401.659
2008;5;13;18;2.675.106.579
2008;5;13;19;0
2008;5;13;20;0
2008;5;13;21;0
2008;5;13;22;0
2008;5;13;23;0
2008;5;14;0;0
2008;5;14;1;0
2008;5;14;2;0
2008;5;14;3;0
2008;5;14;4;0
2008;5;14;5;0
2008;5;14;6;4.048.642.979
2008;5;14;7;6.057.006.302
2008;5;14;8;2.092.278.168
2008;5;14;9;1.890.313.003
2008;5;14;10;3.320.306.405
2008;5;14;11;7.726.481.161
2008;5;14;12;8.327.034.797
2008;5;14;13;7.327.099.658
2008;5;14;14;547.435.246
2008;5;14;15;6.094.429.045
2008;5;14;16;4.957.436.341
2008;5;14;17;2.841.401.659
2008;5;14;18;2.875.106.579
2008;5;14;19;0
2008;5;14;20;0
2008;5;14;21;0
2008;5;14;22;0
2008;5;14;23;0
2008;5;15;0;0
2008;5;15;1;0
2008;5;15;2;0
2008;5;15;3;0
2008;5;15;4;0
2008;5;15;5;0
2008;5;15;6;3.048.642.979
2008;5;15;7;5.757.006.302
2008;5;15;8;1.232.278.168
2008;5;15;9;1.350.313.003
2008;5;15;10;4.570.306.405
2008;5;15;11;4.716.481.161
2008;5;15;12;6.357.034.797
2008;5;15;13;5.037.099.658
2008;5;15;14;518.435.246
2008;5;15;15;7.044.429.045
2008;5;15;16;3.927.436.341
2008;5;15;17;3.261.401.659
2008;5;15;18;8.075.106.579
2008;5;15;19;0
2008;5;15;20;0
2008;5;15;21;0
2008;5;15;22;0
2008;5;15;23;0
2008;5;16;0;0
2008;5;16;1;0
2008;5;16;2;0
2008;5;16;3;0
2008;5;16;4;0
2008;5;16;5;0
2008;5;16;6;0.048642979
2008;5;16;7;4.357.006.302
2008;5;16;8;2.392.278.168
2008;5;16;9;3.040.313.003
2008;5;16;10;3.500.306.405
2008;5;16;11;4.386.481.161
2008;5;16;12;8.457.034.797
2008;5;16;13;5.007.099.658
2008;5;16;14;629.435.246
2008;5;16;15;5.094.429.045
2008;5;16;16;3.087.436.341
2008;5;16;17;3.071.401.659
2008;5;16;18;6.375.106.579
2008;5;16;19;0
2008;5;16;20;0
2008;5;16;21;0
2008;5;16;22;0
2008;5;16;23;0
2008;5;17;0;0
2008;5;17;1;0
2008;5;17;2;0
2008;5;17;3;0
2008;5;17;4;0
2008;5;17;5;0
2008;5;17;6;2.048.642.979
2008;5;17;7;6.457.006.302
2008;5;17;8;2.112.278.168
2008;5;17;9;2.720.313.003
2008;5;17;10;4.550.306.405
2008;5;17;11;6.336.481.161
2008;5;17;12;6.437.034.797
2008;5;17;13;7.677.099.658
2008;5;17;14;662.435.246
2008;5;17;15;4.504.429.045
2008;5;17;16;3.637.436.341
2008;5;17;17;2.961.401.659
2008;5;17;18;8.475.106.579
2008;5;17;19;0
2008;5;17;20;0
2008;5;17;21;0
2008;5;17;22;0
2008;5;17;23;0
2008;5;18;0;0
2008;5;18;1;0
2008;5;18;2;0
2008;5;18;3;0
2008;5;18;4;0
2008;5;18;5;0
2008;5;18;6;2.048.642.979
2008;5;18;7;3.657.006.302
2008;5;18;8;1.522.278.168
2008;5;18;9;2.230.313.003
2008;5;18;10;5.570.306.405
2008;5;18;11;4.776.481.161
2008;5;18;12;8.217.034.797
2008;5;18;13;9.097.099.658
2008;5;18;14;677.435.246
2008;5;18;15;5.584.429.045
2008;5;18;16;2.617.436.341
2008;5;18;17;1.251.401.659
2008;5;18;18;5.075.106.579
2008;5;18;19;0
2008;5;18;20;0
2008;5;18;21;0
2008;5;18;22;0
2008;5;18;23;0
2008;5;19;0;0
2008;5;19;1;0
2008;5;19;2;0
2008;5;19;3;0
2008;5;19;4;0
2008;5;19;5;0
2008;5;19;6;2.048.642.979
2008;5;19;7;4.257.006.302
2008;5;19;8;1.562.278.168
2008;5;19;9;2.040.313.003
2008;5;19;10;2.970.306.405
2008;5;19;11;4.936.481.161
2008;5;19;12;8.467.034.797
2008;5;19;13;6.987.099.658
2008;5;19;14;784.435.246
2008;5;19;15;6.234.429.045
2008;5;19;16;4.117.436.341
2008;5;19;17;3.351.401.659
2008;5;19;18;4.675.106.579
